#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
326,"/PvP十字快速鍵 指令
/pvpcrosshotbar、/pvpchotbar
對用於PvP的十字快速鍵進行操作及設置。只能在PvP區域內使用。
>>指令
**設置(set)**或**技能(action) PvP技能名 編號 位置**
　將指定的PvP技能設置到指定編號十字快速鍵的指定位置上。編號可以用「目前(current)」來表示目前的十字快速鍵。
**共通技能(general) 共通技能名 編號 位置**
　將指定共通技能設置到指定編號十字快速鍵的指定位置上。
**道具(item) 道具名 編號 位置**
　將指定道具設置到指定編號十字快速鍵的指定位置上。
**情感動作(emote) 情感動作名 編號 位置**
　將指定情感動作設置到指定編號十字快速鍵的指定位置上。
**搭檔(buddy) 搭檔技能名 編號 位置**
　將指定搭檔技能設置到指定編號十字快速鍵的指定位置上。
**召喚獸(pet) 召喚獸技能名 編號 位置**
　將指定召喚獸技能設置到指定編號十字快速鍵的指定位置上。
**寵物(minion) 寵物名 編號 位置**
　將指定寵物設置到指定編號十字快速鍵的指定位置上。
**坐騎(mount) 坐騎名 編號 位置**
　將指定坐騎設置到指定編號十字快速鍵的指定位置上。
**標記(marking) 標記名 編號 位置**
　將指定標記設置到指定編號十字快速鍵的指定位置上。
**場地標記(waymark) 場地標記名 編號 位置**
　將指定場地標記設置到指定編號十字快速鍵的指定位置上。
**更換(change) 編號**
　切換到指定編號的十字快速鍵。編號用「下一個(next)」或「上一個(prev)」可以將目前十字快速鍵位置所表示的技能切換到上一組或者下一組快速鍵。
**複製(copy) 特職名1 編號1 特職名2 編號2**
　將特職名1的編號1十字快速鍵的內容複製到特職名2的編號2十字快速鍵上。特職名設置為「目前(current)」時會指定目前的特職。特職名設置為「共通(share)」時會指定共通快速鍵。
**共通(share) 編號 開(on)**
　將指定編號的十字快速鍵設置成全職業共通。
**共通(share) 編號 關(off)**
　將指定編號的十字快速鍵從全職業共通改為目前職業專用。
**共通(share) 編號**
　設置指定編號的十字快速鍵在目前職業專用和全職業共通之間切換。
**清除(remove) 編號 位置**
　解除指定編號十字快速鍵指定位置上的技能或用戶巨集指令。指定位置設置為「全部(all)」的時候會將該十字快速鍵上的所有指令都解除。
>>指定位置
＋ … LDL(LD1)　＋ … RDL(RD1)
＋ … LDU(LD2)　＋ … RDU(RD2)
＋ … LDR(LD3)　＋ … RDR(RD3)
＋ … LDD(LD4)　＋ … RDD(RD4)
＋ … LAL(LA1)　＋ … RAL(RA1)
＋ … LAU(LA2)　＋ … RAU(RA2)
＋ … LAR(LA3)　＋ … RAR(RA3)
＋ … LAD(LA4)　＋ … RAD(RA4)",/PvP十字快速鍵,/PvP十字快速鍵,/pvpcrosshotbar,/pvpchotbar,0,36,6,3,2,16,7
327,"/情感動作文字提示 指令
/emotelog
設定在發動情感動作時是否於消息欄顯示文字提示。
>>指令
**開(on)**
　開啟文字提示。
**關(off)**
　關閉文字提示。
**無指令**
　在開啟與關閉之間切換。",/情感動作文字提示,,/emotelog,,0,36,2,1,2,0,0
328,"/職業量譜模式 指令
/jobhudmode
將目前職業的職業量譜顯示模式改為「普通」或「簡潔」。
>>指令
**1**
　切換目前職業第1個職業量譜的顯示模式。
**2**
　切換目前職業第2個職業量譜的顯示模式。
**無指令**
　將目前職業的所有職業量譜統一成同一模式，或統一進行切換。
>>示例
/職業量譜模式 1
　切換目前職業第1個職業量譜的顯示模式。",/職業量譜模式,,/jobhudmode,,0,36,2,0,0,0,0
329,"/整體音量 指令
/mastervolume
改變整體音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/整體音量 50
　將音量設為50。",/整體音量,,/mastervolume,,0,229,2,0,0,0,0
330,"/背景音樂 指令
/bgm
改變背景音樂的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/背景音樂 50
　將音量設為50。",/背景音樂,,/bgm,,0,229,2,0,0,0,0
331,"/音效 指令
/soundeffects
改變音效的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/音效 50
　將音量設為50。",/音效,,/soundeffects,,0,229,2,0,0,0,0
332,"/語音 指令
/voice
改變語音的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/語音 50
　將音量設為50。",/語音,,/voice,,0,229,2,0,0,0,0
333,"/系統音 指令
/systemsounds
改變系統音的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/系統音 50
　將音量設為50。",/系統音,,/systemsounds,,0,229,2,0,0,0,0
334,"/環境音 指令
/ambientsounds
改變環境音的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/環境音 50
　將音量設為50。",/環境音,,/ambientsounds,,0,229,2,0,0,0,0
335,"/自身音效 指令
/soundeffectsself
改變自身音效的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
>>示例
/自身音效 50
　將音量設為50。",/自身音效,,/soundeffectsself,,0,229,2,0,0,0,0
336,"/小隊成員音效 指令
/soundeffectsparty
改變小隊成員音效的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
>>示例
/小隊成員音效 50
　將音量設為50。",/小隊成員音效,,/soundeffectsparty,,0,229,2,0,0,0,0
337,"/他人音效 指令
/soundeffectsother
改變他人音效的音量。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
>>示例
/他人音效 50
　將音量設為50。",/他人音效,,/soundeffectsother,,0,229,2,0,0,0,0
338,"/喇叭系統音 指令
/systemsoundsspeaker
改變無線手把喇叭系統音的音量。
※PlayStation®4/PlayStation®5/Windows®版專用。
>>指令
**數值(0-100)**
　將音量設為指定的數值。
**無指令**
　在靜音與靜音解除之間切換。
>>示例
/喇叭系統音 50
　將音量設為50。",/喇叭系統音,,/systemsoundsspeaker,,0,229,2,0,0,0,0
339,"/第三人稱視角俯視角度 指令
/tiltcamera
改變角色設定中第三人稱視角俯視角度的數值。
>>指令
**數值(0-100)**
　將第三人稱視角俯視角度設為指定的數值。
>>範例
/第三人稱視角俯視角度 50
　將第三人稱視角俯視角度設為50。",/第三人稱視角俯視角度,,/tiltcamera,,0,36,2,0,0,0,0
340,"/坐騎音樂 指令
/mountbgm
設定系統設定中的「騎乘狀態下播放音樂」。
>>指令
**開(on)**
播放坐騎自帶的背景音樂。
**關(off)**
不播放坐騎自帶的背景音樂。
**無指令**
在開啟與關閉之間切換。",/坐騎音樂,,/mountbgm,,0,100,2,1,2,0,0
341,"/演奏音量 指令
/performsounds
設定樂器演奏的音量。
>>指令
**數值(0-100)**
將音量設為指定數值。
**無指令**
在靜音與靜音解除之間切換。",/演奏音量,,/performsounds,,0,229,2,0,0,0,0
401,"/感情表現 發言內容
/emote、/em
在本人名字後面連接發言內容作為感情表現，並發送給說話範圍內的玩家。",/感情表現,,/emote,/em,0,292,1,0,0,0,0
402,"/驚訝 指令
/surprised
做出驚訝的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/驚訝,,/surprised,,0,293,2,1,2,0,0
403,"/不滿 指令
/angry
做出不滿的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/不滿,,/angry,,0,293,2,1,2,0,0
404,"/憤怒 指令
/furious
做出憤怒的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/憤怒,,/furious,,0,293,2,1,2,0,0
405,"/害羞 指令
/blush
做出害羞的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/害羞,,/blush,,0,293,2,1,2,0,0
406,"/行禮 指令
/bow
做出行禮的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/行禮,,/bow,,0,293,2,1,2,0,0
407,"/加油 指令
/cheer
做出加油的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/加油,,/cheer,,0,293,2,1,2,0,0
408,"/拍手 指令
/clap
做出拍手的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/拍手,,/clap,,0,293,2,1,2,0,0
409,"/招手 指令
/beckon
做出招手的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/招手,,/beckon,,0,293,2,1,2,0,0
410,"/安慰 指令
/comfort
做出安慰的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/安慰,,/comfort,,0,293,2,1,2,0,0
411,"/哭泣 指令
/cry
做出哭泣的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/哭泣,,/cry,,0,293,2,1,2,0,0
412,"/跳舞 指令
/dance
做出跳舞的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/跳舞,,/dance,,0,293,2,1,2,0,0
413,"/質疑 指令
/doubt
做出質疑的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/質疑,,/doubt,,0,293,2,1,2,0,0
414,"/打盹 指令
/doze
做出打盹的動作。在靠近睡床的時候會躺在床上。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/打盹,,/doze,,0,293,2,1,2,0,0
415,"/後悔 指令
/fume
做出後悔的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/後悔,,/fume,,0,293,2,1,2,0,0
416,"/道別 指令
/goodbye
做出道別的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/道別,,/goodbye,,0,293,2,1,2,0,0
417,"/揮手 指令
/wave
做出揮手的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/揮手,,/wave,,0,293,2,1,2,0,0
418,"/莫名 指令
/huh
做出莫名的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/莫名,,/huh,,0,293,2,1,2,0,0
419,"/高興 指令
/joy
做出高興的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/高興,,/joy,,0,293,2,1,2,0,0
420,"/下跪 指令
/kneel
做出下跪的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/下跪,,/kneel,,0,293,2,1,2,0,0
421,"/輕笑 指令
/chuckle
做出輕笑的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/輕笑,,/chuckle,,0,293,2,1,2,0,0
422,"/大笑 指令
/laugh
做出大笑的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/大笑,,/laugh,,0,293,2,1,2,0,0
423,"/張望 指令
/lookout
做出張望的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/張望,,/lookout,,0,293,2,1,2,0,0
424,"/展示 指令
/me
做出展示的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/展示,,/me,,0,293,2,1,2,0,0
425,"/搖頭 指令
/no
做出搖頭的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/搖頭,,/no,,0,293,2,1,2,0,0
426,"/否定 指令
/deny
做出否定的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/否定,,/deny,,0,293,2,1,2,0,0
427,"/慌張 指令
/panic
做出慌張的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/慌張,,/panic,,0,293,2,1,2,0,0
428,"/指向 指令
/point
做出指向的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/指向,,/point,,0,293,2,1,2,0,0
429,"/用手指戳 指令
/poke
做出用手指戳的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/用手指戳,,/poke,,0,293,2,1,2,0,0
430,"/稱讚 指令
/congratulate
做出稱讚的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/稱讚,,/congratulate,,0,293,2,1,2,0,0
431,"/激勵 指令
/psych
做出激勵的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/激勵,,/psych,,0,293,2,1,2,0,0
432,"/敬禮 指令
/salute
做出敬禮的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/敬禮,,/salute,,0,293,2,1,2,0,0
433,"/震驚 指令
/shocked
做出震驚的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/震驚,,/shocked,,0,293,2,1,2,0,0
434,"/聳肩 指令
/shrug
做出聳肩的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/聳肩,,/shrug,,0,293,2,1,2,0,0
435,"/鼓勵 指令
/rally
做出鼓勵的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/鼓勵,,/rally,,0,293,2,1,2,0,0
436,"/安撫 指令
/soothe
做出安慰的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/安撫,,/soothe,,0,293,2,1,2,0,0
437,"/迷糊 指令
/stagger
做出迷糊的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/迷糊,,/stagger,,0,293,2,1,2,0,0
438,"/伸展 指令
/stretch
做出伸展的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/伸展,,/stretch,,0,293,2,1,2,0,0
439,"/慍怒 指令
/sulk
做出慍怒的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/慍怒,,/sulk,,0,293,2,1,2,0,0
440,"/思考 指令
/think
做出思考的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/思考,,/think,,0,293,2,1,2,0,0
441,"/失望 指令
/upset
做出失望的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/失望,,/upset,,0,293,2,1,2,0,0
442,"/歡迎 指令
/welcome
做出歡迎的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/歡迎,,/welcome,,0,293,2,1,2,0,0
443,"/點頭 指令
/yes
做出點頭的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/點頭,,/yes,,0,293,2,1,2,0,0
444,"/肯定 指令
/thumbsup
做出肯定的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/肯定,,/thumbsup,,0,293,2,1,2,0,0
445,"/自視 指令
/examineself
做出自視的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/自視,,/examineself,,0,293,2,1,2,0,0
446,"/擺造型 指令
/pose
做出擺造型的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/擺造型,,/pose,,0,293,2,1,2,0,0
447,"/飛吻 指令
/blowkiss
做出飛吻的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/飛吻,,/blowkiss,,0,293,2,1,2,0,0
448,"/下跪認錯 指令
/grovel
做出下跪認錯的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/下跪認錯,,/grovel,,0,293,2,1,2,0,0
449,"/欣喜若狂 指令
/happy
做出欣喜若狂的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/欣喜若狂,,/happy,,0,293,2,1,2,0,0
450,"/大失所望 指令
/disappointed
做出大失所望的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/大失所望,,/disappointed,,0,293,2,1,2,0,0
451,"/坐下
/sit、/lounge
坐到地面上或身邊其他可以坐在上面的場所上。處於坐下狀態時輸入該指令會站起身。
在坐下狀態中可以使用部分情感動作。",/坐下,/lounge,/lounge,/sit,0,37,1,0,0,0,0
453,"/坐下到地上
/groundsit
坐到地面上。
處於坐下狀態時輸入該指令會站起身。
在坐下狀態中可以使用部分情感動作。",/坐下到地上,,/groundsit,,0,37,1,0,0,0,0
455,"/引用
/airquotes
做出引用的動作。用兩只手表示出引號，一般指目前發言內容為引用自其他人，不過多數情況下有諷刺的意思。
※該情感動作只有動作，沒有文字提示。",/引用,,/airquotes,,0,293,2,1,2,0,0
456,"/軍禮 指令
/gcsalute
以黑渦團的標準行軍禮。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/軍禮,,/gcsalute,,0,293,2,1,2,0,0
457,"/軍禮 指令
/gcsalute
以雙蛇黨的標準行軍禮。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/軍禮,,/gcsalute,,0,293,2,1,2,0,0
458,"/軍禮 指令
/gcsalute
以不滅隊的標準行軍禮。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/軍禮,,/gcsalute,,0,293,2,1,2,0,0
459,"/祈禱 指令
/pray
做出祈禱的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/祈禱,,/pray,,0,293,2,1,2,0,0
460,"/帝國式軍禮 指令
/imperialsalute
以帝國的標準行軍禮。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/帝國式軍禮,,/imperialsalute,,0,293,2,1,2,0,0
461,"/頭部裝備
/visor
對頭部裝備進行操作。
※針對可以開合以及有明暗表現等功能的裝備。",/頭部裝備,,/visor,,0,301,2,1,2,0,0
463,"/百萬火光 指令
/megaflare
放出百萬火光般的光芒。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/百萬火光,,/megaflare,,0,293,2,1,2,0,0
464,"/練武 指令
/crimsonlotus
開始練武。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/練武,,/crimsonlotus,,0,293,2,1,2,0,0
465,"/魅惑擁抱 指令
/charmed
被魅惑擁抱魅惑。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/魅惑擁抱,,/charmed,,0,293,2,1,2,0,0
466,"/聲援小藍 指令
/cheeron
做出聲援小藍的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/聲援小藍,,/cheeron,,0,293,2,1,2,0,0
467,"/聲援小黃 指令
/cheerwave
做出聲援小黃的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/聲援小黃,,/cheerwave,,0,293,2,1,2,0,0
468,"/聲援小紅 指令
/cheerjump
做出聲援小紅的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/聲援小紅,,/cheerjump,,0,293,2,1,2,0,0
469,"/平常 指令
/straightface
表現出面無表情的樣子。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/平常,,/straightface,/straight,0,293,2,1,2,0,0
470,"/微笑 指令
/smile
臉上浮出微笑。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/微笑,,/smile,,0,293,2,1,2,0,0
471,"/笑容 指令
/grin
臉上露出笑容。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/笑容,,/grin,,0,293,2,1,2,0,0
472,"/自信 指令
/smirk
做出自信的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/自信,,/smirk,,0,293,2,1,2,0,0
473,"/無畏 指令
/taunt
做出無所畏懼的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/無畏,,/taunt,,0,293,2,1,2,0,0
474,"/閉目 指令
/shuteyes
閉上眼睛。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/閉目,,/shuteyes,/shut,0,293,2,1,2,0,0
475,"/悲傷 指令
/sad
做出悲傷的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/悲傷,,/sad,,0,293,2,1,2,0,0
476,"/恐怖 指令
/scared
做出感到害怕的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/恐怖,,/scared,/fear,0,293,2,1,2,0,0
477,"/意外 指令
/amazed
做出意外的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/意外,,/amazed,/awe,0,293,2,1,2,0,0
478,"/痛苦 指令
/ouch
做出痛苦的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/痛苦,,/ouch,/ow,0,293,2,1,2,0,0
479,"/反感 指令
/annoyed
做出不耐煩的反感表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/反感,,/annoyed,/annoy,0,293,2,1,2,0,0
480,"/吃驚 指令
/alert
做出突然發現什麽情況的吃驚表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃驚,,/alert,,0,293,2,1,2,0,0
481,"/擔心 指令
/worried
做出很擔心的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/擔心,,/worried,/worry,0,293,2,1,2,0,0
482,"/咧嘴 指令
/biggrin
做出咧嘴的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/咧嘴,,/biggrin,,0,293,2,1,2,0,0
483,"/沉思 指令
/reflect
做出沉思的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/沉思,,/reflect,,0,293,2,1,2,0,0
484,"/皺眉 指令
/furrow
做出皺眉的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/皺眉,,/furrow,,0,293,2,1,2,0,0
485,"/苦笑 指令
/scoff
做出苦笑的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/苦笑,,/scoff,,0,293,2,1,2,0,0
486,"/投擲 指令
/throw
做出投擲的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/投擲,,/throw,,0,293,2,1,2,0,0
491,"/改變姿勢
/changepose、/cpose
改變目前的姿勢。
※該指令只會做出動作，不會顯示文字提示。",/改變姿勢,,/changepose,/cpose,0,37,2,1,2,0,0
502,"/踢踏舞 指令
/stepdance、/sdance
跳起踢踏舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/踢踏舞,,/stepdance,/sdance,0,293,2,1,2,0,0
503,"/豐饒之舞 指令
/harvestdance、/hdance
跳起豐饒之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/豐饒之舞,,/harvestdance,/hdance,0,293,2,1,2,0,0
504,"/宮廷之舞 指令
/balldance、/bdance
跳起宮廷之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/宮廷之舞,,/balldance,/bdance,0,293,2,1,2,0,0
505,"/紳士之舞 指令
/mandervilledance、/mdance
跳起紳士之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/紳士之舞,,/mandervilledance,/mdance,0,293,2,1,2,0,0
506,"/撫摸 指令
/stroke
做出撫摸的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/撫摸,,/stroke,,0,293,2,1,2,0,0
507,"/遞交 指令
/handover
做出遞交的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/遞交,,/handover,,0,293,2,1,2,0,0
510,"/火盆舞 指令
/bombdance
跳起火盆舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/火盆舞,,/bombdance,,0,293,2,1,2,0,0
511,"/勝利歡呼(歡呼) 指令
/hurray
做出勝利的歡呼動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/勝利歡呼,,/hurray,,0,293,2,1,2,0,0
512,"/甩巴掌 指令
/slap
做出甩巴掌的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/甩巴掌,,/slap,,0,293,2,1,2,0,0
513,"/擁抱 指令
/hug
做出擁抱對方的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/擁抱,,/hug,,0,293,2,1,2,0,0
514,"/深情擁抱 指令
/embrace
做出深情擁抱對方的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/深情擁抱,,/embrace,,0,293,2,1,2,0,0
515,"/紳士風度 指令
/hildibrand、/hildy
做出最具有紳士風度的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/紳士風度,,/hildibrand,/hildy,0,293,2,1,2,0,0
516,"/對拳 指令
/fistbump、/fist
做出對拳的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/對拳,,/fistbump,/fist,0,293,2,1,2,0,0
519,"/薩維奈舞 指令
/thavdance、/tdance
跳起薩維奈舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/薩維奈舞,,/thavdance,/tdance,0,293,2,1,2,0,0
520,"/黃金之舞 指令
/golddance、/gdance
跳起黃金之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/黃金之舞,,/golddance,/gdance,0,293,2,1,2,0,0
521,"/太陽之舞 指令
/sundance
跳起太陽之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/太陽之舞,,/sundance,,0,293,2,1,2,0,0
522,"/準備戰鬥 指令
/battlestance、/bstance
做出戰鬥前的準備動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/準備戰鬥,,/battlestance,/bstance,0,293,2,1,2,0,0
523,"/歡呼勝利 指令
/victorypose、/vpose
做出勝利時歡呼的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/歡呼勝利,,/victorypose,/vpose,0,293,2,1,2,0,0
524,"/後空翻 指令
/backflip、/bflip
做出後空翻的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/後空翻,,/backflip,/bflip,0,293,2,1,2,0,0
525,"/抱拳禮 指令
/easterngreeting、/egreeting
做出行抱拳禮的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/抱拳禮,,/easterngreeting,/egreeting,0,293,2,1,2,0,0
526,"/靈光一現 指令
/eureka
做出靈光一現的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/靈光一現,,/eureka,,0,293,2,1,2,0,0
527,"/莫古莫古舞 指令
/mogdance
跳起莫古莫古舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/莫古莫古舞,,/mogdance,,0,293,2,1,2,0,0
528,"/太棒了 指令
/haurchefant、/hknight
做出「太棒了！」的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/太棒了,,/haurchefant,/hknight,0,293,2,1,2,0,0
529,"/熱身 指令
/easternstretch、/estretch
做出熱身的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/熱身,,/easternstretch,/estretch,0,293,2,1,2,0,0
