#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
1873,,,,0,0,0
1874,,,,0,0,0
1875,,,,0,0,0
1876,,,,0,0,0
1877,,,,0,0,0
1878,,,,0,0,0
1879,,,,0,0,0
1880,,,,0,0,0
1881,,,,0,0,0
1882,,,,0,0,0
1883,,,,0,0,0
1884,,,,0,0,0
1885,,,,0,0,0
1886,,,,0,0,0
1887,,,,0,0,0
1888,,,,0,0,0
1889,,,,0,0,0
1890,,,,0,0,0
1891,,,,0,0,0
1892,,,,0,0,0
1893,,,,0,0,0
1894,,,,0,0,0
1895,,,,0,0,0
1896,,,,0,0,0
1897,,,,0,0,0
1898,,,,0,0,0
1899,,,,0,0,0
1900,,,,0,0,0
1901,,,,0,33,0
1902,,,,0,22,0
1903,,,,0,55,0
1904,,,,0,420,0
1905,,,,0,340,0
1906,,,,0,500,0
1907,,,,0,450,0
1908,,,,0,11,0
1909,,,,0,32,0
1910,,,,0,0,0
1911,,,,0,20,0
1912,,,,0,12,0
1913,,,,0,50,0
1914,,,,0,300,0
1915,,,,0,240,0
1916,,,,0,360,0
1917,,,,0,450,0
1918,,,,0,0,0
1919,,,,0,0,0
1920,,,,0,0,0
1921,,,,0,20,0
1922,,,,0,15,0
1923,,,,0,40,0
1924,,,,0,300,0
1925,,,,0,240,0
1926,,,,0,360,0
1927,,,,0,450,0
1928,,,,0,0,0
1929,,,,0,77,0
1930,,,,0,60,0
1931,,,,0,10,0
1932,,,,0,5,0
1933,,,,0,40,0
1934,,,,0,200,0
1935,,,,0,160,0
1936,,,,0,240,0
1937,,,,0,250,0
1938,,,,0,85,0
1939,,,,0,60,0
1940,,,,0,0,0
1941,,,,0,0,0
1942,,,,0,0,0
1943,,,,0,33,0
1944,,,,0,450,0
1945,,,,0,0,0
1946,,,,0,0,0
1947,,,,0,0,0
1948,,,,0,0,0
1949,,,,0,0,0
1950,請選擇角色種族及性別。,,,0,0,0
1951,請選擇角色部族。,,,0,0,0
1952,請選擇角色性別。,,,0,0,0
1953,請設定角色特徵。,,,0,0,0
1954,"請設定角色命名日期。

**角色的生日對遊戲進程沒有任何影響。**",,,0,0,0
1955,"請選擇角色守護神。

**角色的守護神對遊戲進程沒有任何影響。**",,,0,0,0
1956,請選擇開始遊戲時的職業。,,,0,0,0
1957,請選擇角色所在伺服器。,,,0,0,0
1958,請設定角色姓名。,,,0,0,0
1959,請修改角色姓名。,,,0,0,0
1960,將目前的預覽服裝設為僱員的正式服裝。遊戲中僱員將會穿著這套服裝出現。,,,0,0,0
1961,將角色的預覽服裝更換為初期裝備。此套服裝在遊戲開始時會作為默認裝備。,,,0,0,0
1962,將角色的預覽服裝更換為所選初始職業成長後對應的職業專有裝備。為角色選擇戰鬥職業之後即可查看。,,,0,0,0
1963,將角色的預覽服裝更換為內衣。此套服裝在遊戲中將裝備卸下後即可看到。,,,0,0,0
1964,將角色的姿勢設定為站姿。可以方便地查看各個細節。,,,0,0,0
1965,預覽角色各種情感動作的表現。可以方便地確認角色的動作習慣。,,,0,0,0
1966,,,,0,0,0
1967,將背景畫面與環境切換到「乙太空間」。,,,0,0,0
1968,將背景畫面與環境切換到「森林場景」。,,,0,0,0
1969,將背景畫面與環境切換到「室內」。,,,0,0,0
1970,放棄未完成的角色，退出角色創建。,,,0,0,0
1971,將背景畫面與環境切換到「海岸場景」。,,,0,0,0
1972,將背景畫面與環境切換到「荒野場景」。,,,0,0,0
1973,艾奧傑亞曆,,"星與靈雙極性交互輪迴之月，依6屬性順次排列，從而成為一「年」。
（※所選月日對應的新曆日期會顯示在畫面下部）",0,0,0
1974,UNKNOWN級,,,0,0,0
1975,,,,0,0,0
1976,調整系統設定。,,,0,0,0
1977,調整背景的打光方式及時間。,,,0,0,0
1978,調整外景環境背景的天氣。,,,0,0,0
1979,調整視角操作。,,,0,0,0
1980,Limsa Lominsa,,"海洋城邦利姆薩·羅敏薩位於羅塔諾內海上的威爾布蘭德島的南岸，統轄著威爾布蘭德島的南部地區。
利姆薩·羅敏薩的人民用鐵橋將散佈在海灣內的無數小島和岩礁連接到了一起，並以白堊為材料搭建了街道及各種建築。
城邦的領袖叫做「提督」，是由城邦居民所選舉出來。提督負責管理城邦的各項事務，並且掌管著強大的海軍。
雖然這裡的海軍幾乎將艾奧傑亞近海的制海權完全掌握到手中，不過時而也會有海盜事件發生。",0,0,0
1981,格里達尼亞,,"格里達尼亞田園城邦位於阿爾迪納德次大陸的東部，統轄著周圍茂盛的森林和眾多的河流。
格里達尼亞的人民在城內無數的運河上搭建了水車，並以樹木為材料搭建了街道及各種建築。
城邦中有著以鬼哭隊為首的多個獵人公會，他們經常在森林中巡邏，以守護城邦的安全。",0,0,0
1982,Ul'dah,,"貿易城邦烏爾達哈位於阿爾迪納德次大陸的南部，統轄著周圍荒涼的沙漠與戈壁。
烏爾達哈的城鎮四周建有高大的城牆，內部建有鬥技場及遊技場等設施。以穹頂城堡為中心形成了圓周型的城鎮。
雖然官方聲稱城邦元首在歷史上歷來都是烏爾達哈王朝的女王，然而實際上則是由被稱為沙蠍眾的6名領導人實行寡頭制來管理事務。",0,0,0
1983,,,,0,0,0
1984,"角色名字只能使用中文和英文字母。
長度在1～6個字元之間。",,,0,0,0
1985,"角色名字只能使用中文和英文字母。
長度在1～6個字元之間。",,,0,0,0
1986,,,,0,0,0
1987,,,,0,0,0
1988,,,,0,0,0
1989,,,,0,0,0
1990,將角色的預覽服裝更換目前遊戲內裝備。隨裝備情況不同可能會將臉部及頭髮遮蓋住。,,,0,0,0
1991,將背景畫面與環境切換到「乙太空間」。,,,0,0,0
1992,將背景畫面與環境切換到「森林場景」。,,,0,0,0
1993,將背景畫面與環境切換到「室內」。,,,0,0,0
1994,放棄未編輯完的角色，退出角色編輯。,,,0,0,0
1995,將背景畫面與環境切換到「海岸場景」。,,,0,0,0
1996,將背景畫面與環境切換到「荒野場景」。,,,0,0,0
1997,,,,0,0,0
1998,,,,0,0,0
1999,,,,0,0,0
2000,© SQUARE ENIX,,,0,0,0
2001,開始遊戲,,,0,0,0
2002,退出遊戲,,,0,0,0
2003,系統設定,,,0,0,0
2004,開場動畫,,,0,0,0
2005,啟動器,,,0,0,0
2006,DC,,,0,0,0
2007,開場動畫,,,0,0,0
2008,新生艾奧傑亞,,,0,0,0
2009,返回,,,0,0,0
2010,選擇角色,,,0,0,0
2011,動畫欣賞 & 標題畫面,,,0,0,0
2012,蒼天伊修加爾德,,,0,0,0
2013,紅蓮解放者,,,0,0,0
2014,漆黑反叛者,,,0,0,0
2015,種族,,,0,0,0
2016,部族,,,0,0,0
2017,命名日,,,0,0,0
2018,守護神,,,0,0,0
2019,職業,,,0,0,0
2020,所在地,,,0,0,0
2021,造訪伺服器,,,0,0,0
2022,曉月之終途,,,0,0,0
2023,黃金遺產,,,0,0,0
2024,,,,0,0,0
2025,選擇伺服器,,,0,0,0
2026,連接狀態,,,0,0,0
2027,創建新角色,,,0,0,0
2028,已儲存的角色形象,,,0,0,0
2029,,,,0,0,0
2030,選擇伺服器組,,,0,0,0
2031,日本,,,0,0,0
2032,歐美,,,0,0,0
2033,伺服器列表,,,0,0,0
2034,,,,0,0,0
2035,名字,,,0,0,0
2036,姓氏,,,0,0,0
2037,變更,,,0,0,0
2038,姓名,,,0,0,0
2039,請更改角色姓名。,,,0,0,0
2040,僱員姓名,,,0,0,0
2041,請更改僱員姓名。,,,0,0,0
2042,,,,0,0,0
2043,"隨機生成男性風格的名字。
生成之後的名字可以直接進行編輯。",,,0,0,0
2044,要使用已儲存的角色形象嗎？,,,0,0,0
2045,"自動選擇了UNKNOWN伺服器，
確定進入下一步嗎？",,,0,0,0
2046,選擇其它伺服器,,,0,0,0
2047,返回,,,0,0,0
2048,,,,0,0,0
2049,,,,0,0,0
2050,確定,,,0,0,0
2051,取消,,,0,0,0
2052,返回,,,0,0,0
2053,更新,,,0,0,0
2054,,,,0,0,0
2055,創建角色,,,0,0,0
2056,美容師,,,0,0,0
2057,許可證,,,0,0,0
2058,遊戲設定,,,0,0,0
2059,安裝資訊,,,0,0,0
2060,動作,,,0,0,0
2061,普通,,,0,0,0
2062,獨有,,,0,0,0
2063,隨機,,,0,0,0
2064,服裝,,,0,0,0
2065,種族,,,0,0,0
2066,特職,,,0,0,0
2067,內衣,,,0,0,0
2068,僱員,,,0,0,0
2069,裝備,,,0,0,0
2070,環境,,,0,0,0
2071,早上,,,0,0,0
2072,中午,,,0,0,0
2073,傍晚,,,0,0,0
2074,深夜,,,0,0,0
2075,晝間,,,0,0,0
2076,夜間,,,0,0,0
2077,不顯示頭部裝備,,,0,0,0
2078,在角色預覽中摘除頭部裝備及眼鏡裝備，以便更好地查看角色的臉部及髮型。,,,0,0,0
2079,,,,0,0,0
2080,1,,,0,0,0
2081,1,,,0,0,0
2082,2,,,0,0,0
2083,2,,,0,0,0
2084,3,,,0,0,0
2085,3,,,0,0,0
2086,4,,,0,0,0
2087,4,,,0,0,0
2088,5,,,0,0,0
2089,5,,,0,0,0
2090,6,,,0,0,0
2091,6,,,0,0,0
2092,,,,0,0,0
2093,,,,0,0,0
2094,,,,0,0,0
2095,燈光1,,,0,0,0
2096,燈光2,,,0,0,0
2097,,,,0,0,0
2098,,,,0,0,0
2099,,,,0,0,0
2100,姓名,,,0,0,0
2101,名字,,,0,0,0
2102,姓氏,,,0,0,0
2103,,,,0,0,0
2104,確定,,,0,0,0
2105,"設定角色的名字需要注意以下幾點：
·長度控制在1～6個字元之間
·名字中只能使用中文和英文字母",,,0,0,0
2106,"隨機生成男性風格的名字。
生成之後的名字可以直接進行編輯。",,,0,0,0
2107,,,,0,0,0
2108,,,,0,0,0
2109,,,,0,0,0
2110,男,,,0,0,0
2111,女,,,0,0,0
2112,,,,0,0,0
2113,,,,0,0,0
2114,網路連接情況,,,0,0,0
2115,良好,,,0,0,0
2116,一般,,,0,0,0
2117,----,,,0,0,0
2118,沒有回應,,,0,0,0
2119,,,,0,0,0
2120,原有,,,0,0,0
2121,新建,,,0,0,0
2122,濃艷,,,0,0,0
2123,清淡,,,0,0,0
2124,雙眼顏色,,,0,0,0
2125,異色瞳,,,0,0,0
2126,隨機生成,,,0,0,0
2127,無,,,0,0,0
2128,髮色,,,0,0,0
2129,挑染,,,0,0,0
2130,連接狀態,,,0,0,0
2131,日本,,,0,0,0
2132,歐美,,,0,0,0
2133,返回目前容貌,,,0,0,0
2134,紋染,,,0,0,0
2135,反轉,,,0,0,0
2136,,,,0,0,0
2137,,,,0,0,0
2138,,,,0,0,0
2139,,,,0,0,0
2140,導入角色數據,,,0,0,0
2141,"在「FINAL FANTASY XIV」資料夾下檢測到了角色資料。
請選擇要讀取的資料。",,,0,0,0
2142,數據,,,0,0,0
2143,儲存編號,,,0,0,0
2144,部族/性別,,,0,0,0
2145,,,,0,0,0
2146,沒有找到已儲存的角色資料。,,,0,0,0
2147,所選數據為2013/8/27 8:00儲存在資料欄UNKNOWN的男。讀取該資料需要安裝«»。,,,0,0,0
2148,,,,0,0,0
2149,,,,0,0,0
2150,匯出角色數據,,,0,0,0
2151,請選擇儲存資料的位置,,,0,0,0
2152,數據,,,0,0,0
2153,儲存編號,,,0,0,0
2154,部族/性別,,,0,0,0
2155,,,,0,0,0
2156,,,,0,0,0
2157,,,,0,0,0
2158,,,,0,0,0
2159,,,,0,0,0
2160,將男的形象存到臨時數據欄UNKNOWN中。,,,0,0,0
2161,備註,,,0,0,0
2162,儲存,,,0,0,0
2163,取消,,,0,0,0
2164,讀取在2013/8/27 8:00儲存的UNKNOWN號男角色形象。,,,0,0,0
2165,確定,,,0,0,0
2166,取消,,,0,0,0
2167,讀取1.0版本UNKNOWN伺服器中UNKNOWN的角色形象：男性。,,,0,0,0
2168,讀取1.0版本臨時存檔UNKNOWN中的角色形象：男性。,,,0,0,0
2169,確定要覆蓋掉2013/8/27 8:00儲存在資料欄UNKNOWN的男嗎？,,,0,0,0
2170,（1.0版）,,,0,0,0
2171,（β版）,,,0,0,0
2172,（基準測試）,,,0,0,0
2173,2013/8/27儲存,,,0,0,0
2174,臨時數據欄UNKNOWN,,,0,0,0
2175,男,,,0,0,0
2176,"要儲存目前的形象嗎？
今後創建新角色時，可以讀取已儲存的角色形象，快速完成角色的創建。",,,0,0,0
2177,是,,,0,0,0
2178,否,,,0,0,0
2179,無法讀取已有的形象資料，檔案格式錯誤或檔已損壞。,,,0,0,0
2180,確定,,,0,0,0
2181,"要讀取已儲存的形象嗎？
目前編輯中的形象將會消失。",,,0,0,0
2182,是,,,0,0,0
2183,否,,,0,0,0
2184,儲存完畢。,,,0,0,0
2185,儲存失敗。,,,0,0,0
2186,確定,,,0,0,0
2187,儲存創建完畢的形象嗎？儲存後的形象可以在創建角色功能表中查看，同時在«FINAL FANTASY XIV»正式版遊戲中也可以繼承已儲存的形象。,,,0,0,0
2188,不相容資料,,,0,0,0
2189,"要覆蓋資料嗎？
2013/8/27 8:00儲存在資料欄UNKNOWN的形象與目前版本不相容。",,,0,0,0
2190,動畫欣賞,,,0,0,0
2191,新生艾奧傑亞,,,0,0,0
2192,蒼天伊修加爾德,,,0,0,0
2193,紅蓮解放者,,,0,0,0
2194,,,,0,0,0
2195,,,,0,0,0
2196,,,,0,0,0
2197,,,,0,0,0
2198,,,,0,0,0
2199,,,,0,0,0
2200,,,,0,0,0
